,Trial,Size,Comparisons,Swaps,QuickSort duration
0,0.0,100.0,296.0,367.0,0.015571117401123047
1,0.0,200.0,797.0,927.0,0.02009129524230957
2,0.0,300.0,1577.0,1778.0,0.017586946487426758
3,0.0,400.0,2086.0,2356.0,0.03404998779296875
4,0.0,500.0,2177.0,2511.0,0.03180289268493652
5,0.0,600.0,3317.0,3718.0,0.049652814865112305
6,0.0,700.0,3609.0,4084.0,0.033490896224975586
7,0.0,800.0,3556.0,4093.0,0.049798011779785156
8,0.0,900.0,4856.0,5450.0,0.045616865158081055
9,0.0,1000.0,5694.0,6361.0,0.05888199806213379
10,0.0,1100.0,6002.0,6728.0,0.06914472579956055
11,0.0,1200.0,6590.0,7383.0,0.07006192207336426
12,0.0,1300.0,7888.0,8744.0,0.13268780708312988
13,0.0,1400.0,9133.0,10067.0,0.10767698287963867
14,0.0,1500.0,7473.0,8471.0,0.11166787147521973
15,0.0,1600.0,12820.0,13866.0,0.18556475639343262
16,0.0,1700.0,9453.0,10600.0,0.13448429107666016
17,0.0,1800.0,11138.0,12331.0,0.1328887939453125
18,0.0,1900.0,12833.0,14092.0,0.14427685737609863
19,0.0,2000.0,13933.0,15279.0,0.24893903732299805
20,0.0,2100.0,11890.0,13306.0,0.1695249080657959
21,0.0,2200.0,13103.0,14577.0,0.24328994750976562
22,0.0,2300.0,13236.0,14788.0,0.16139626502990723
23,0.0,2400.0,16358.0,17971.0,0.29709887504577637
24,0.0,2500.0,15132.0,16812.0,0.19292998313903809
25,0.0,2600.0,21111.0,22847.0,0.24259686470031738
26,0.0,2700.0,16540.0,18331.0,0.1901261806488037
27,0.0,2800.0,16559.0,18438.0,0.28629398345947266
28,0.0,2900.0,18630.0,20573.0,0.24238300323486328
29,0.0,3000.0,16744.0,18761.0,0.21370387077331543
30,0.0,3100.0,19401.0,21438.0,0.21881914138793945
31,0.0,3200.0,22693.0,24818.0,0.2616550922393799
32,0.0,3300.0,22370.0,24551.0,0.22698116302490234
33,0.0,3400.0,25531.0,27788.0,0.27564406394958496
34,0.0,3500.0,23517.0,25852.0,0.2709519863128662
35,0.0,3600.0,26103.0,28501.0,0.2544219493865967
36,0.0,3700.0,24365.0,26841.0,0.25787997245788574
37,0.0,3800.0,24670.0,27209.0,0.2708120346069336
38,0.0,3900.0,26601.0,29199.0,0.2920997142791748
39,0.0,4000.0,25862.0,28530.0,0.27858829498291016
40,0.0,4100.0,30279.0,33002.0,0.3217611312866211
41,0.0,4200.0,29785.0,32590.0,0.3571512699127197
42,0.0,4300.0,26995.0,29871.0,0.38626885414123535
43,0.0,4400.0,29343.0,32274.0,0.5214681625366211
44,0.0,4500.0,28923.0,31905.0,0.3657820224761963
45,0.0,4600.0,29229.0,32277.0,0.3380148410797119
46,0.0,4700.0,31072.0,34191.0,0.34937000274658203
47,0.0,4800.0,33084.0,36275.0,0.334730863571167
48,0.0,4900.0,35725.0,38999.0,0.3968360424041748
49,0.0,5000.0,33449.0,36782.0,0.32976579666137695
50,0.0,5100.0,34465.0,37875.0,0.40126585960388184
51,0.0,5200.0,38594.0,42041.0,0.44661402702331543
52,0.0,5300.0,36940.0,40463.0,0.38246798515319824
53,0.0,5400.0,38028.0,41612.0,0.9061291217803955
54,0.0,5500.0,41039.0,44712.0,0.5262980461120605
55,0.0,5600.0,38649.0,42405.0,0.5569531917572021
56,0.0,5700.0,44891.0,48667.0,0.6818718910217285
57,0.0,5800.0,41660.0,45501.0,0.5513572692871094
58,0.0,5900.0,41908.0,45855.0,0.5339000225067139
